sid,name,licence,access,date,creator,curators,substances,reference_pmid,reference_title,reference_date
Gugilla2002,Gugilla2002,closed,public,2025-10-06,jbrandhorst,['jbrandhorst'],['paracetamol'],12142633,Influence of menstrual cycle on the pharmacokinetics of paracetamol through salivary compartment in healthy subjects.,2003-01-27
PKDB00192,Heading1973,closed,public,2019-09-30,jbrandhorst,"['mkoenig', 'jbrandhorst']","['paracetamol', 'paracetamol glucuronide', 'paracetamol sulfate', 'paracetamol cysteine', 'paracetamol mercapturate']",4722050,The dependence of paracetamol absorption on the rate of gastric emptying.,1973-10-05
PKDB00028,Iqbal1995,closed,public,2019-05-07,jbrandhorst,"['jbrandhorst', 'mkoenig']","['paracetamol', 'caffeine (137X)']",7579030,The effect of caffeine on the pharmacokinetics of acetaminophen in man.,1995-12-19
PKDB00159,Jack1985,closed,public,2019-07-28,mkoenig,"['mkoenig', 'jbrandhorst']","['paracetamol', 'paracetamol glucuronide', 'paracetamol sulfate', 'paracetamol cysteine', 'paracetamol mercapturate']",2865542,Ranitidine and paracetamol metabolism.,1985-12-18
PKDB00029,Jensen2004,closed,public,2019-05-07,mkoenig,"['mkoenig', 'dimitra', 'janekg', 'jbrandhorst']","['paracetamol', 'paracetamol glucuronide', 'paracetamol sulfate']",15127815,"The quantification of paracetamol, paracetamol glucuronide and paracetamol sulphate in plasma and urine using a single high-performance liquid chromatography assay.",2004-10-06
PKDB00191,Kamali1993a,closed,public,2019-09-30,jbrandhorst,"['mkoenig', 'jbrandhorst']","['paracetamol', 'paracetamol glucuronide', 'paracetamol sulfate']",8448070,Paracetamol elimination in patients with non-insulin dependent diabetes mellitus.,1993-04-15
PKDB00169,Kietzmann1990,closed,public,2019-09-11,jbrandhorst,"['mkoenig', 'jbrandhorst']","['paracetamol', 'paracetamol glucuronide', 'paracetamol sulfate', 'paracetamol cysteine', 'paracetamol mercapturate']",2257860,"Paracetamol test: modification by renal function, urine flow and pH.",1991-01-30
PKDB00163,Kulo2014,closed,public,2019-07-28,jbrandhorst,"['mkoenig', 'jbrandhorst']",['paracetamol'],24668698,"Weight, pregnancy and oral contraceptives affect intravenous paracetamol clearance in young women.",2016-07-28
PKDB00123,Lau1994,closed,public,2019-05-14,mkoenig,"['mkoenig', 'dimitra', 'jbrandhorst']","['paracetamol', 'paracetamol glucuronide', 'paracetamol sulfate', 'paracetamol cysteine', 'paracetamol mercapturate']",7696381,The estimation of paracetamol and its major metabolites in both plasma and urine by a single high-performance liquid chromatography assay.,1995-05-04
PKDB00218,Lee1981,closed,public,2019-10-25,jbrandhorst,"['mkoenig', 'jbrandhorst']",['paracetamol'],7263926,The effect of obesity on acetaminophen pharmacokinetics in man.,1981-10-25
PKDB00156,Levy1971,open,public,2019-07-28,jbrandhorst,"['jbrandhorst', 'mkoenig']","['paracetamol', 'paracetamol glucuronide', 'paracetamol sulfate', 'salicylamide', 'salicylamide glucuronide', 'salicylamide sulfate', 'L-cysteine']",5572442,Drug biotransformation interactions in man. 3. Acetaminophen and salicylamide.,1971-06-19
4942784,Levy1971b,closed,public,2025-10-06,jbrandhorst,"['jbrandhorst', 'mkoenig']","['paracetamol', 'paracetamol glucuronide', 'paracetamol sulfate', 'salicylic acid', '1-salicylate glucuronide', 'salicyluric acid']",4942784,Drug biotransformation interactions in man. V. Acetaminophen and salicylic acid.,1972-02-22
PKDB00154,Liukas2011,open,public,2019-07-28,jbrandhorst,"['jbrandhorst', 'mkoenig']","['paracetamol', 'paracetamol glucuronide', 'paracetamol sulfate']",21241071,Pharmacokinetics of intravenous paracetamol in elderly patients.,2011-08-01
PKDB00213,Lowenthal1976,closed,public,2019-10-12,jbrandhorst,"['mkoenig', 'jbrandhorst']","['paracetamol', 'paracetamol glucuronide', 'paracetamol sulfate']",1263112,Pharmacokinetics of acetaminophen elimination by anephric patients.,1976-07-06
PKDB00119,Malan1985,open,public,2019-05-13,jbrandhorst,"['jbrandhorst', 'mkoenig']",['paracetamol'],4027126,Chronopharmacokinetics of paracetamol in normal subjects.,1985-10-01
PKDB00140,Miners1984,open,public,2019-07-28,jbrandhorst,"['jbrandhorst', 'mkoenig']","['paracetamol', 'paracetamol glucuronide', 'paracetamol sulfate', 'paracetamol cysteine', 'paracetamol glutathione', 'paracetamol mercapturate', 'cimetidine', 'sulfinpyrazone']",6705446,Determinants of acetaminophen metabolism: effect of inducers and inhibitors of drug metabolism on acetaminophen's metabolic pathways.,1984-05-11
PKDB00161,Miners1986,closed,public,2019-07-28,jbrandhorst,"['mkoenig', 'jbrandhorst']","['paracetamol', 'paracetamol glucuronide', 'paracetamol sulfate', 'paracetamol glutathione']",3768250,Paracetamol metabolism in pregnancy.,1986-12-02
PKDB00130,Miners1988,open,public,2019-06-12,jbrandhorst,"['jbrandhorst', 'mkoenig']","['paracetamol', 'paracetamol glucuronide', 'paracetamol sulfate', 'paracetamol cysteine', 'paracetamol mercapturate']",3191934,Comparison of paracetamol metabolism in young adult and elderly males.,1989-01-12
PKDB00158,Mitchell1983,closed,public,2019-07-28,jbrandhorst,"['mkoenig', 'jbrandhorst']","['paracetamol', 'paracetamol glucuronide', 'paracetamol sulfate', 'paracetamol cysteine', 'paracetamol mercapturate']",6861437,Effects of oral contraceptive steroids on acetaminophen metabolism and elimination.,1983-08-11
4850385,Mrochek1974,closed,public,2025-10-06,jbrandhorst,"['mkoenig', 'jbrandhorst']",['paracetamol'],4850385,"Acetaminophen metabolism in man, as determined by high-resolution liquid chromatography.",1974-10-31
PKDB00164,Mucklow1980,closed,public,2019-07-28,jbrandhorst,"['jbrandhorst', 'mkoenig']","['paracetamol', 'antipyrine']",7397056,Environmental factors affecting paracetamol metabolism in London factory and office workers.,1980-10-24
PKDB00194,Nelson1963,closed,public,2019-09-30,jbrandhorst,"['mkoenig', 'jbrandhorst']","['paracetamol', 'paracetamol glucuronide', 'paracetamol sulfate']",,Kinetics of the Metabolism of Acetaminophen by Humans,1963-10-10
1577043,Nielsen1992,closed,public,2025-10-06,jbrandhorst,"['jbrandhorst', 'mkoenig']",['paracetamol'],1577043,"Analgesic efficacy of immediate and sustained release paracetamol and plasma concentration of paracetamol. Double blind, placebo-controlled evaluation using painful laser stimulation.",1992-06-11
PKDB00225,Nimmo1973,closed,public,2019-10-27,jbrandhorst,"['jbrandhorst', 'mkoenig']","['paracetamol', 'paracetamol glucuronide', 'paracetamol sulfate', 'paracetamol cysteine', 'paracetamol glutathione', 'paracetamol mercapturate', 'metoclopramide', 'propantheline']",4694406,Pharmacological modification of gastric emptying: effects of propantheline and metoclopromide on paracetamol absorption.,1973-05-24
PKDB00166,Ochs1984,closed,public,2019-09-10,jbrandhorst,"['jbrandhorst', 'mkoenig']","['paracetamol', 'isoniazid', 'antipyrine']",6728897,Differential effects of isoniazid and oral contraceptive steroids on antipyrine oxidation and acetaminophen conjugation.,1984-06-22
PKDB00183,Paintaud1998,closed,public,2019-09-26,jbrandhorst,"['mkoenig', 'jbrandhorst']",['paracetamol'],9516037,Intraindividual variability of paracetamol absorption kinetics after a semi-solid meal in healthy volunteers.,1998-04-30
PKDB00124,Perucca1979,open,public,2019-05-14,mkoenig,"['mkoenig', 'dimitra', 'jbrandhorst']","['paracetamol', 'paracetamol glucuronide', 'paracetamol sulfate', 'paracetamol cysteine', 'paracetamol glutathione', 'paracetamol mercapturate']",760753,Paracetamol disposition in normal subjects and in patients treated with antiepileptic drugs.,1979-04-28
7002186,Prescott1980,open,public,2025-10-06,mkoenig,"['mkoenig', 'dimitra']",[],7002186,Kinetics and metabolism of paracetamol and phenacetin.,1981-02-19
PKDB00151,Prescott1981,open,public,2019-07-28,jbrandhorst,"['jbrandhorst', 'mkoenig']","['paracetamol', 'paracetamol glucuronide', 'paracetamol sulfate', 'paracetamol cysteine', 'paracetamol mercapturate', 'caffeine (137X)', 'antipyrine']",7306429,Effects of microsomal enzyme induction on paracetamol metabolism in man.,1982-02-12
PKDB00120,Prescott1989,closed,public,2019-05-14,jbrandhorst,"['jbrandhorst', 'mkoenig']","['paracetamol', 'paracetamol glucuronide', 'paracetamol sulfate', 'paracetamol cysteine', 'paracetamol mercapturate']",2744070,Paracetamol disposition and metabolite kinetics in patients with chronic renal failure.,1989-08-25
PKDB00224,Prescott1993,closed,public,2019-10-27,jbrandhorst,"['mkoenig', 'jbrandhorst']","['paracetamol', 'paracetamol glucuronide', 'paracetamol sulfate', 'paracetamol cysteine', 'paracetamol glutathione', 'paracetamol mercapturate', 'caffeine (137X)']",9114910,Impaired absorption of paracetamol in vegetarians.,1997-05-01
PKDB00030,Rawlins1977,closed,public,2019-05-07,mkoenig,"['mkoenig', 'dimitra', 'janekg', 'jbrandhorst']",['paracetamol'],862649,Pharmacokinetics of paracetamol (acetaminophen) after intravenous and oral administration.,1977-07-18
PKDB00144,Richter1974,closed,public,2019-07-28,jbrandhorst,"['jbrandhorst', 'mkoenig']",['paracetamol'],22454936,Bioavailability of different preparations of paracetamol.,2012-04-05
PKDB00031,Sahajwalla1991,closed,public,2019-05-07,jbrandhorst,"['mkoenig', 'jbrandhorst', 'janekg']",['paracetamol'],1800709,Multiple-dose acetaminophen pharmacokinetics.,1992-04-22
PKDB00177,Sanaka2000,closed,public,2019-09-20,jbrandhorst,"['mkoenig', 'jbrandhorst']",['paracetamol'],10864349,Use of salivary acetaminophen concentration to assess gastric emptying rate of liquids.,2000-10-18
PKDB00167,Sanaka2002,closed,public,2019-09-11,jbrandhorst,"['mkoenig', 'jbrandhorst']",['paracetamol'],,Gastric emptying of liquids is delayed by co-ingesting solids: a study using salivary paracetamol concentrations,2002-10-10
Seideman1980,Seideman1980,closed,public,2025-10-06,jbrandhorst,"['mkoenig', 'jbrandhorst']","['paracetamol', 'paracetamol glucuronide', 'paracetamol sulfate']",,Relative Bioavailability of a Paracetamol Suppository,1980-10-10
PKDB00021,Shinoda2007,open,public,2019-05-07,jbrandhorst,"['jbrandhorst', 'mkoenig']","['paracetamol', 'paracetamol glucuronide', 'paracetamol sulfate', 'paracetamol cysteine']",17202677,Pharmacokinetics/pharmacodynamics of acetaminophen analgesia in Japanese patients with chronic pain.,2007-03-13
PKDB00182,Singla2012,closed,public,2019-09-26,jbrandhorst,"['mkoenig', 'jbrandhorst']",['paracetamol'],22524979,"Plasma and cerebrospinal fluid pharmacokinetic parameters after single-dose administration of intravenous, oral, or rectal acetaminophen.",2013-02-08
PKDB00168,Somaja1987,closed,public,2019-09-11,jbrandhorst,"['mkoenig', 'jbrandhorst']",['paracetamol'],,Salivary paracetamol elimination kinetics during the menstrual cycle,1987-10-10
Sommers1985,Sommers1985,closed,public,2025-10-06,jbrandhorst,['jbrandhorst'],"['paracetamol', 'antipyrine']",4018818,Paracetamol metabolism in African villagers.,1985-09-17
PKDB00264,Sommers1987,closed,public,2019-11-08,jbrandhorst,"['jbrandhorst', 'mkoenig']","['paracetamol', 'paracetamol glucuronide', 'paracetamol sulfate']",3679251,Paracetamol conjugation: an interethnic and dietary study.,1988-01-11
PKDB00157,Sonne1988,closed,public,2019-07-28,jbrandhorst,"['jbrandhorst', 'mkoenig']","['paracetamol', 'paracetamol glucuronide', 'paracetamol sulfate', 'paracetamol cysteine', 'paracetamol glutathione', 'paracetamol mercapturate', 'codeine']",3220092,Therapeutic doses of codeine have no effect on acetaminophen clearance or metabolism.,1989-03-16
PKDB00142,Souliman2006,closed,public,2019-07-28,jbrandhorst,"['jbrandhorst', 'mkoenig']",['paracetamol'],16169713,A level A in vitro/in vivo correlation in fasted and fed states using different methods: applied to solid immediate release oral dosage form.,2006-03-23
PKDB00215,Stillings2000,closed,public,2019-10-12,jbrandhorst,"['mkoenig', 'jbrandhorst']","['paracetamol', 'acetylsalicylic acid', 'salicylic acid']",10893655,Comparison of the pharmacokinetic profiles of soluble aspirin and solid paracetamol tablets in fed and fasted volunteers.,2000-10-25
PKDB00118,Tan2006,closed,public,2019-05-13,jbrandhorst,"['jbrandhorst', 'mkoenig']",['paracetamol'],16842311,Comparative pharmacokinetics of Panadol Extend and immediate-release paracetamol in a simulated overdose model.,2006-11-20
PKDB00261,Tokola1984,closed,public,2019-11-08,jbrandhorst,"['mkoenig', 'jbrandhorst']",['paracetamol'],6529526,Effect of migraine attacks on paracetamol absorption.,1985-05-10
PKDB00174,Triggs1975,closed,public,2019-09-12,jbrandhorst,"['mkoenig', 'jbrandhorst']","['paracetamol', 'paracetamol glucuronide', 'paracetamol sulfate', 'paracetamol cysteine', 'paracetamol mercapturate', 'sulfamethizole', 'sulfamethizole acetylated', 'phenylbutazone']",1233203,Pharmacokinetics in the elderly.,1976-12-01
3113968,Ullrich1987,closed,public,2025-10-06,jbrandhorst,"['jbrandhorst', 'mkoenig']","['paracetamol', 'paracetamol glucuronide', 'paracetamol sulfate', 'paracetamol cysteine', 'paracetamol mercapturate']",3113968,"Normal pathways for glucuronidation, sulphation and oxidation of paracetamol in Gilbert's syndrome.",1987-10-19
PKDB00148,Volak2013,closed,public,2019-07-28,jbrandhorst,"['jbrandhorst', 'mkoenig']","['curcuminoids', 'paracetamol', 'paracetamol glucuronide', 'paracetamol sulfate', 'flurbiprofen', '4-hydroxyflurbiprofen', 'piperine', 'midazolam', '1-hydroxymidazolam']",22725836,"Effect of a herbal extract containing curcumin and piperine on midazolam, flurbiprofen and paracetamol (acetaminophen) pharmacokinetics in healthy volunteers.",2013-07-01
PKDB00162,Wojcicki1979,closed,public,2019-07-28,jbrandhorst,"['mkoenig', 'jbrandhorst']",['paracetamol'],582149,Comparative pharmacokinetics of paracetamol in men and women considering follicular and luteal phases.,1979-07-16
PKDB00134,Wynne1990,closed,public,2019-06-20,jbrandhorst,"['mkoenig', 'jbrandhorst']","['paracetamol', 'paracetamol glucuronide', 'paracetamol sulfate']",2285011,The association of age and frailty with paracetamol conjugation in man.,1991-03-21
PKDB00132,Yin2001,closed,public,2019-06-20,jbrandhorst,"['jbrandhorst', 'mkoenig']",['paracetamol'],11427360,Pharmacokinetics of acetaminophen in Hong Kong Chinese subjects.,2001-08-16
Bathala2012,Bathala2012,closed,public,2025-10-06,icalledmyselfmoon,"['icalledmyselfmoon', 'mkoenig']","['edoxaban', 'edoxaban-M1', 'edoxaban-M4 (D21-2393)', 'edoxaban-M6', 'edoxaban-M8', 'edoxaban+metabolites']",22936313,"Pharmacokinetics, biotransformation, and mass balance of edoxaban, a selective, direct factor Xa inhibitor, in humans.",2013-08-05
PKDB00566,Fan2009a,closed,public,2022-06-28,stemllb,"['stemllb', 'mkoenig']","['ginkgo biloba', 'talinolol', 'deoxyschizandrin']",19280523,Effect of Schisandra chinensis extract and Ginkgo biloba extract on the pharmacokinetics of talinolol in healthy volunteers.,2009-06-01
PKDB00608,Fan2009b,closed,public,2022-11-21,stemllb,"['stemllb', 'mkoenig']","['ginkgo biloba', 'talinolol']",19401473,Effects of Ginkgo biloba extract ingestion on the pharmacokinetics of talinolol in healthy Chinese volunteers.,2009-07-15
PKDB00703,Haustein1981,closed,public,2023-05-25,stemllb,"['stemllb', 'mkoenig']",['talinolol'],6117520,"On the pharmacokinetics of talinolol, a new beta 1-receptor blocking agent.",1982-01-20
PKDB00569,He2007,closed,public,2022-07-07,stemllb,"['stemllb', 'mkoenig']",['talinolol'],17466606,Determination of talinolol in human plasma by high performance liquid chromatography-electrospray ionization mass spectrometry: application to pharmacokinetic study.,2007-08-30
PKDB00561,Juan2007,closed,public,2022-06-28,stemllb,"['stemllb', 'mkoenig']","['talinolol', 'curcumin']",17468862,Unexpected effect of concomitantly administered curcumin on the pharmacokinetics of talinolol in healthy Chinese volunteers.,2007-12-03
PKDB00704,Krueger2001,closed,public,2023-05-25,stemllb,"['stemllb', 'mkoenig']","['creatinine', 'talinolol']",11270803,Pharmacokinetics of oral talinolol following a single dose and during steady state in patients with chronic renal failure and healthy volunteers.,2001-07-12
PKDB00612,Nguyen2014,closed,public,2022-11-21,stemllb,"['stemllb', 'mkoenig']","['talinolol', 'quercetin']",24472704,Effect of single-dose and short-term administration of quercetin on the pharmacokinetics of talinolol in humans - Implications for the evaluation of transporter-mediated flavonoid-drug interactions.,2015-03-05
PKDB00572,Ruike2010,closed,public,2022-07-07,stemllb,"['stemllb', 'mkoenig']","['talinolol', 'duloxetine']",21312289,In vitro and in vivo evaluation of the effects of duloxetine on P-gp function.,2011-08-25
PKDB00613,Schwarz1999,closed,public,2022-11-21,stemllb,"['stemllb', 'mkoenig']","['verapamil', 'norverapamil', 'dexverapamil', 'talinolol']",10096260,Unexpected effect of verapamil on oral bioavailability of the beta-blocker talinolol in humans.,1999-04-13
PKDB00706,Schwarz2000,closed,public,2023-05-25,stemllb,"['stemllb', 'mkoenig']","['erythromycin', 'talinolol']",10783825,P-glycoprotein inhibitor erythromycin increases oral bioavailability of talinolol in humans.,2000-06-26
PKDB00563,Schwarz2005,closed,public,2022-06-28,stemllb,"['stemllb', 'mkoenig']","['grapefruit juice', 'talinolol']",15903127,Grapefruit juice ingestion significantly reduces talinolol bioavailability.,2005-06-02
PKDB00615,Siegmund2003,closed,public,2022-11-21,stemllb,"['stemllb', 'mkoenig']",['talinolol'],12587122,Variability of intestinal expression of P-glycoprotein in healthy volunteers as described by absorption of talinolol from four bioequivalent tablets.,2003-09-24
PKDB00707,Terhaag1983,closed,public,2023-05-25,stemllb,"['stemllb', 'mkoenig']",['talinolol'],6688879,[Pharmacokinetics of talinolol (Cordanum) in man after oral administration].,1983-12-20
PKDB00708,Terhaag1989,closed,public,2023-05-25,stemllb,"['stemllb', 'mkoenig']",['talinolol'],2565889,The biliary elimination of the selective beta-receptor blocking drug talinolol in man.,1989-06-22
PKDB00619,Trausch1995,closed,public,2022-11-21,stemllb,"['stemllb', 'mkoenig']","['talinolol', '2-hydroxytalinolol', '3-cis hydroxytalinolol', '4-trans hydroxytalinolol']",8527689,Disposition and bioavailability of the beta 1-adrenoceptor antagonist talinolol in man.,1996-01-29
PKDB00556,Tubic2006a,closed,public,2022-04-12,stemllb,"['stemllb', 'janekg', 'mkoenig']",['talinolol'],16713700,Effects of controlled-release on the pharmacokinetics and absorption characteristics of a compound undergoing intestinal efflux in humans.,2006-12-22
PKDB00562,Westphal2000a,closed,public,2022-06-28,stemllb,"['stemllb', 'mkoenig']","['digoxin', 'talinolol', '3-cis hydroxytalinolol', '3-trans hydroxytalinolol', '4-trans hydroxytalinolol']",10945310,Oral bioavailability of digoxin is enhanced by talinolol: evidence for involvement of intestinal P-glycoprotein.,2000-09-14
PKDB00709,Wetterich1996,closed,public,2023-05-25,stemllb,"['stemllb', 'mkoenig']","['talinolol', 'R-talinolol', 'S-talinolol']",8710739,Evidence for intestinal secretion as an additional clearance pathway of talinolol enantiomers: concentration- and dose-dependent absorption in vitro and in vivo.,1996-09-12
PKDB00570,Xiao2012,closed,public,2022-07-07,stemllb,"['stemllb', 'mkoenig']","['midazolam', '1-hydroxymidazolam', 'talinolol', 'genistein']",21943317,Effect of genistein on the activities of cytochrome P450 3A and P-glycoprotein in Chinese healthy participants.,2012-09-28
PKDB00571,Yan2013,closed,public,2022-07-07,stemllb,"['stemllb', 'mkoenig']","['talinolol', 'glycyrrhizin']",22983284,Lack of effect of continuous glycyrrhizin administration on the pharmacokinetics of the P-glycoprotein substrate talinolol in healthy volunteers.,2013-08-01
PKDB00617,Zeng2009,closed,public,2022-11-21,stemllb,"['stemllb', 'mkoenig']","['talinolol', 'bifendate']",19845435,Effect of bifendate on the pharmacokinetics of talinolol in healthy subjects.,2009-12-28
PKDB01027,Quast2020,closed,public,2025-08-12,oliviaayau,"['oliviaayau', 'mkoenig']","['metformin', 'liraglutide', 'lixisenatide']",32647054,Effects of Lixisenatide Versus Liraglutide (Short- and Long-Acting GLP-1 Receptor Agonists) on Esophageal and Gastric Function in Patients With Type 2 Diabetes.,2021-04-30
PKDB01028,Raccah2015,closed,public,2025-08-12,oliviaayau,"['oliviaayau', 'mkoenig']",['lixisenatide'],25115916,Efficacy and safety of lixisenatide in elderly (≥65 years old) and very elderly (≥75 years old) patients with type 2 diabetes: an analysis from the GetGoal phase III programme.,2015-10-23
PKDB01029,Rayner2020,closed,public,2025-08-12,oliviaayau,"['oliviaayau', 'mkoenig']","['placebo', 'lixisenatide']",32471908,Effects of Sustained Treatment With Lixisenatide on Gastric Emptying and Postprandial Glucose Metabolism in Type 2 Diabetes: A Randomized Controlled Trial.,2021-02-19
PKDB01035,Xie2023,closed,public,2025-08-12,oliviaayau,"['oliviaayau', 'mkoenig']",['lixisenatide'],37329393,Pharmacokinetics and Safety of iGlarLixi in Healthy Chinese Participants: Results of a Phase 1 Randomized Study.,2023-06-17
PKDB00721,Aboualfa2006,closed,public,2023-11-22,fuokibedi,"['fuokibedi', 'mkoenig']",['sorafenib'],16908937,Phase II study of sorafenib in patients with advanced hepatocellular carcinoma.,2006-09-26
PKDB00722,Andriamanana2013,closed,public,2023-11-22,fuokibedi,"['fuokibedi', 'mkoenig']","['sunitinib', 'sorafenib']",23562906,"Simultaneous analysis of anticancer agents bortezomib, imatinib, nilotinib, dasatinib, erlotinib, lapatinib, sorafenib, sunitinib and vandetanib in human plasma using LC/MS/MS.",2013-08-29
PKDB00723,Awada2005,closed,public,2023-11-22,fuokibedi,"['fuokibedi', 'mkoenig']",['sorafenib'],15870716,"Phase I safety and pharmacokinetics of BAY 43-9006 administered for 21 days on/7 days off in patients with advanced, refractory solid tumours.",2005-06-16
PKDB00729,Hornecker2012,closed,public,2023-11-22,fuokibedi,"['fuokibedi', 'mkoenig']",['sorafenib'],22006162,Saturable absorption of sorafenib in patients with solid tumors: a population model.,2013-04-03
PKDB00904,Ahmed2016,closed,public,2024-10-11,mii-halina,"['mii-halina', 'mkoenig']",['glimepiride'],26775063,"Transdermal glimepiride delivery system based on optimized ethosomal nano-vesicles: Preparation, characterization, in vitro, ex vivo and clinical evaluation.",2016-12-13
PKDB00907,Badian1994,closed,public,2024-10-11,mii-halina,"['mii-halina', 'mkoenig']","['glimepiride', 'hydroxyglimepiride (M1)', 'carboxyglimepiride (M2)']",12369756,Absolute bioavailability of glimepiride (Amaryl) after oral administration.,2002-10-28
PKDB00908,Badian1996,closed,public,2024-10-11,mii-halina,"['mii-halina', 'mkoenig']","['placebo', 'hydroxyglimepiride (M1)', 'carboxyglimepiride (M2)', 'D-glucose', 'insulin', 'C-peptide']",8902432,Pharmacokinetics and pharmacodynamics of the hydroxymetabolite of glimepiride (Amaryl) after intravenous administration.,1997-03-05
PKDB00945,Cho2011,closed,public,2024-12-06,mii-halina,"['mii-halina', 'mkoenig']","['glimepiride', 'D-glucose', 'insulin']",21704609,Effect of genetic polymorphisms on the pharmacokinetics and efficacy of glimepiride in a Korean population.,2012-08-09
PKDB00903,Choi2014,closed,public,2024-10-11,mii-halina,"['mii-halina', 'mkoenig']","['glimepiride', 'hydroxyglimepiride (M1)', 'gemigliptin', 'LC15-0636']",24962635,Evaluation of pharmacokinetic drug interactions between gemigliptin (dipeptidylpeptidase-4 inhibitor) and glimepiride (sulfonylurea) in healthy volunteers.,2015-05-15
PKDB00946,FDA1995,closed,public,2024-12-06,mii-halina,"['mii-halina', 'mkoenig']","['glimepiride', 'hydroxyglimepiride (M1)', 'carboxyglimepiride (M2)', 'glimeperide+glimepiride-M1+glimepiride-M2']",1111111111,FDA,1995-11-30
PKDB00905,Helmy2013,closed,public,2024-10-11,mii-halina,"['mii-halina', 'mkoenig']",['glimepiride'],27121788,Dose Linearity of Glimepiride in Healthy Human Egyptian Volunteers.,2016-04-29
PKDB00947,Kim2017,closed,public,2024-12-06,mii-halina,"['mii-halina', 'mkoenig']","['glimepiride', 'rosuvastatin', 'N-Desmethylrosuvastatin']",28260863,Pharmacokinetic interactions between glimepiride and rosuvastatin in healthy Korean subjects: does the,2017-05-15
PKDB00948,Lee2012,closed,public,2024-12-06,mii-halina,"['mii-halina', 'mkoenig']",['glimepiride'],21208246,"Frequency of CYP2C9 variant alleles, including CYP2C9*13 in a Korean population and effect on glimepiride pharmacokinetics.",2012-05-14
PKDB00949,Lehr1990,closed,public,2024-12-06,mii-halina,"['mii-halina', 'mkoenig']","['glimepiride', 'hydroxyglimepiride (M1)', 'carboxyglimepiride (M2)']",2361988,Simultaneous determination of the sulphonylurea glimepiride and its metabolites in human serum and urine by high-performance liquid chromatography after pre-column derivatization.,1990-08-06
PKDB00950,Liu2010,closed,public,2024-12-06,mii-halina,"['mii-halina', 'mkoenig']","['glimepiride', 'hydroxyglimepiride (M1)']",20685507,"Bioequivalence and pharmacokinetic evaluation of two formulations of glimepiride 2 mg: a single-dose, randomized-sequence, open-label, two-way crossover study in healthy Chinese male volunteers.",2010-11-22
PKDB00906,Malerczyk1994,closed,public,2024-10-11,mii-halina,"['mii-halina', 'mkoenig']","['glimepiride', 'hydroxyglimepiride (M1)', 'carboxyglimepiride (M2)']",12369757,Dose linearity assessment of glimepiride (Amaryl) tablets in healthy volunteers.,2002-10-28
PKDB00951,Matsuki2007,closed,public,2024-12-06,mii-halina,"['mii-halina', 'mkoenig']","['glimepiride', 'D-glucose', 'insulin', 'C-peptide']",17603225,Pharmacokinetics and pharmacodynamics of glimepiride in type 2 diabetic patients: compared effects of once- versus twice-daily dosing.,2008-01-14
PKDB00952,Niemi2002,closed,public,2024-12-06,mii-halina,"['mii-halina', 'mkoenig']","['glimepiride', 'D-glucose']",12235454,Glyburide and glimepiride pharmacokinetics in subjects with different CYP2C9 genotypes.,2002-10-08
PKDB01022,Ratheiser1993,closed,public,2025-08-11,mii-halina,"['mii-halina', 'mkoenig']","['glimepiride', 'hydroxyglimepiride (M1)', 'carboxyglimepiride (M2)']",8216442,Dose relationship of stimulated insulin production following intravenous application of glimepiride in healthy man.,1993-11-02
PKDB00043,Jeppesen1996,closed,public,2019-05-07,mkoenig,"['mkoenig', 'dimitra', 'janekg']","['caffeine (137X)', 'paraxanthine (17X)', 'theophylline (13X)', 'theobromine (37X)', 'fluvoxamine']",8807660,A fluvoxamine-caffeine interaction study.,1996-11-20
PKDB00385,Joeres1987,closed,public,2021-03-05,FlorBar,"['FlorBar', 'mkoenig']","['caffeine (137X)', 'mexiletine']",3628469,Influence of mexiletine on caffeine elimination.,1987-10-14
PKDB00044,Joeres1988,closed,public,2019-05-07,mkoenig,"['mkoenig', 'janekg']",['caffeine (137X)'],3371873,Influence of smoking on caffeine elimination in healthy volunteers and in patients with alcoholic liver cirrhosis.,1988-06-30
PKDB00463,Jost1987,closed,public,2021-07-08,FlorBar,"['FlorBar', 'mkoenig']","['indocyanine green', 'galactose', 'caffeine (137X)']",3557314,Overnight salivary caffeine clearance: a liver function test suitable for routine use.,1987-05-20
PKDB00137,Kakuda2014,closed,public,2019-06-21,mkoenig,"['mkoenig', 'adriankl']","['caffeine (137X)', 'etravirine', 'midazolam', 'warfarin', 'omeprazole', 'dextromethorphan']",24165884,The effect of single- and multiple-dose etravirine on a drug cocktail of representative cytochrome P450 probes and digoxin in healthy subjects.,2014-11-06
PKDB00046,Koch1999,closed,public,2019-05-07,mkoenig,"['mkoenig', 'dimitra']","['caffeine (137X)', 'paraxanthine (17X)']",10416066,Validation of a high-performance liquid chromatography assay for quantification of caffeine and paraxanthine in human serum in the context of CYP1A2 phenotyping.,1999-08-31
PKDB00469,Kukongviriyapan2004,closed,public,2021-07-08,FlorBar,"['FlorBar', 'mkoenig']","['caffeine (137X)', 'paraxanthine (17X)']",15022032,Salivary caffeine metabolic ratio in alcohol-dependent subjects.,2004-09-29
PKDB00470,Laizure2017,closed,public,2021-07-08,adriankl,"['adriankl', 'mkoenig']","['caffeine (137X)', 'paraxanthine (17X)', 'theophylline (13X)', 'theobromine (37X)']",28758694,Comparison of caffeine disposition following administration by oral solution (energy drink) and inspired powder (AeroShot) in human subjects.,2018-01-31
